book_id,title,average_rating,similar_books,image_url,ratings_count,cleaned_description
862350,"No Humans Involved (Women of the Otherworld, #7)",4.2,"['14460', '1225621', '157569', '1773616', '2642445', '5473470', '6134783', '26689', '3865030', '3128411', '2398197', '1708120']",https://images.gr-assets.com/books/1362703261m/862350.jpg,23358,"readers around the world have fallen for kelley armstrong's intoxicating, sensual and wicked tales of the paranormal, in which demons and witches, werewolves and vampires collide - often hilariously, sometimes violently - with everyday life. in armstrong's first six novels, elena, paige and eve have had their way with us. now get ready for jaime vegas, the luscious, lovelorn and haunted necromancer. . . jaime, who knows a thing or two about showbiz, is on a television shoot in los angeles when weird things start to happen. as a woman whose special talent is raising the dead, her threshold for weirdness is pretty high: she's used to not only seeing dead people but hearing them speak to her in very emphatic terms. but for the first time in her life - as invisible hands brush her skin, unintelligible fragments of words are whispered into her ears, and beings move just at the corner of her eye-she knows what humans mean when they talk about being haunted. she is determined to get to the bottom of these manifestations, but as she sets out to solve the mystery she has no idea how scary her investigation will get, or to what depths ordinary humans will sink in their attempts to gain supernatural powers. as she digs into the dark underside of los angeles, she'll need as much otherworld help as she can get in order to survive, calling on her personal angel, eve, and hope, the well-meaning chaos demon. jeremy, the alpha werewolf, is also by her side offering protection. and, jaime hopes, maybe a little more than that. ""as i knelt on the cobblestones to begin the ritual, i opened not some ancient leather pouch, but a gucci make-up bag. . . . i know little about the geography and theology of the afterlife, but i do know that the worst spirits are kept secured, and my risk of ""accidentally"" tapping into a hell dimension is next to nil. even if i do bring back some depraved killer's spirit, what can it do to me? when you deprive someone of the ability to act in the living world, he's pretty darned helpless. in death, even the worst killer plummets from lethal to merely annoying. yet whatever had been trying to contact me apparently could cross that barrier, could act in the living world. . .at least on me. i added an extra helping of vervain to the censer."" --from no humans involved from the hardcover edition."
23296209,"Sacrificed to the Dragon (Stonefire Dragons, #1)",3.87,"['26816034', '22031480', '20528426', '23161649', '25450069', '25811409', '26021088', '12831283', '22006563', '21473825', '25691654', '22849432', '19062780', '24020710', '24702908', '19154327']",https://images.gr-assets.com/books/1467860956m/23296209.jpg,4358,"in exchange for a vial of dragon's blood to save her brother's life, melanie hall offers herself up as a sacrifice to one of the british dragon-shifter clans. being a sacrifice means signing a contract to live with the dragon-shifters for six months to try to conceive a child. her assigned dragonman, however, is anything but easy. he's tall, broody, and alpha to the core. there's only one problem--he hates humans. due to human dragon hunters killing his mother, tristan macleod despises humans. unfortunately, his clan is in desperate need of offspring to repopulate their numbers and it's his turn to service a human female. despite his plans to have sex with her and walk away, his inner dragon has other ideas. the curvy human female tempts his inner beast like no other. note: this is the entire first story arc of the stonefire dragons, complete with a hea and no cliffhangers. next story arc: seducing the dragon (bram & evie) part one - october 28, 2014 (available for preorder) part two - november 2014 part three - december 2014 part four - january 2015"
22594999,"The Last Thing He Needs (The Last Thing He Needs, #1)",4.1,"['15706627', '18781329', '26165684', '20528976', '17796311', '22402178', '22913988', '20624305', '8066786', '23004152', '18487180', '22735684', '12919441', '21465089', '18129160', '26085125', '25454650', '18630973']",https://images.gr-assets.com/books/1403877621m/22594999.jpg,2673,"tommy o'shea is raising his seven younger brothers and sisters without any help from his drug abusing father and stepmother. since he was fifteen years old, he's managed to keep the children fed and out of foster care. it takes up every ounce of his energy and the last thing he needs is romance complicating his life further. rookie cop bobby mcalister doesn't belong in tommy's harsh world, but tommy can't push him out. as their unlikely friendship turns into a tentative relationship, they weather the daily storm of tommy's life with a lot of laughs and more than a few arguments. tommy isn't used to trusting outsiders, and he's never asked for help in his life. but when a tragedy strikes the o'shea family and threatens everything he's fought for, he'll have to learn to do both to recover from the brutal hit."
22510983,"Girl Online (Girl Online, #1)",3.77,"['18774729', '22921010', '23643570', '27268882', '21956824', '18065780', '13809806', '25898265', '24907318', '20618110', '22501054', '18480214', '23582973', '12790634', '18812437', '18667909', '15842524', '18378839']",https://images.gr-assets.com/books/1410112710m/22510983.jpg,38609,"i had no idea girlonline would take off the way it has - i can't believe i now have 5432 followers, thanks so much! - and the thought of opening up to you all about this is terrifying, but here goes... penny has a secret. under the alias girlonline, she blogs about school dramas, boys, her mad, whirlwind family - and the panic attacks she's suffered from lately. when things go from bad to worse, her family whisks her away to new york, where she meets the gorgeous, guitar-strumming noah. suddenly penny is falling in love - and capturing every moment of it on her blog. but noah has a secret too. one that threatens to ruin penny's cover - and her closest friendship - forever."
1241,A Million Little Pieces,3.62,"['5202', '32370', '196764', '180066', '137918', '5179', '91563', '82970', '379992', '80570', '226440', '657371', '9710670', '46815', '782614', '5174', '179892', '277397']",https://images.gr-assets.com/books/1483206985m/1241.jpg,185861,"intense, unpredictable, and instantly engaging, this is a story of drug and alcohol abuse and rehabilitation as it has never been told before. it is also the introduction of a bold and talented literary voice. before considering reading this book, please see the bookbrowse note on the book jacket/review page. bookbrowse note: january 9th 2006: an article in the smoking gun claimed that james frey (author of a million little pieces and my friend leonard) fabricated key parts of his books. they cited police records, court documents and interviews with law enforcement agents which belie a number of frey's claims regarding criminal charges against him, jail terms and his fugitive status. in an interview with the smoking gun, frey admitted that he had 'embellished central details' in a million little pieces and backtracked on claims he made in the book. january 26th 2006. frey's publisher stated that while it initially stood by him, after further questioning of the author, the house has ""sadly come to the realization that a number of facts have been altered and incidents embellished."" it will be adding a a publisher's note and author's note to all future editions of a million little pieces."
23637440,Kyland,4.36,"['22887477', '24323918', '18929979', '25361480', '25797013', '25024415', '23206497', '18759474', '25814647', '22296819', '18304765', '23898456', '24699867', '17927182', '21920584', '24519775', '18401124']",https://images.gr-assets.com/books/1422231443m/23637440.jpg,15493,"a full-length, standalone romance from the new york timesbestselling author of archer's voice. dirt poor. hillbilly. backwoods hick. mountain folk. tenleigh falyn struggles each day to survive in a small, poverty-stricken, coal mining town where she lives with her sister and mentally ill mother. her dream of winning the college scholarship given to one student by the local coal company and escaping the harshness of her life, keeps her going. kyland barrett lives in the hills, too, and has worked tirelessly--through near starvation, through deep loneliness, against all odds--to win the tyton coal scholarship and leave the town that is full of so much pain. they're both determined not to form any attachments, but one moment changes everything. what happens when only one person gets to win? when only one person gets to leave? and what happens to the one left behind? kylandis a story of desperation and hope, loss and sacrifice, pain and forgiveness, but ultimately, a story of deep and unending love. this is a standalone sign of love novel, inspired by taurus. new adult contemporary romance: due to strong language and sexual content, this book is not intended for readers under the age of 18."
21535271,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),3.91,"['20168816', '23397921', '15832300', '22493195', '19288321', '20174424', '22756712', '12395241', '8074907', '12987423']",https://images.gr-assets.com/books/1398466695m/21535271.jpg,60529,"deep below the university, there is a dark place. few people know of it: a broken web of ancient passageways and abandoned rooms. a young woman lives there, tucked among the sprawling tunnels of the underthing, snug in the heart of this forgotten place. her name is auri, and she is full of mysteries. the slow regard of silent thingsis a brief, bittersweet glimpse of auri's life, a small adventure all her own. at once joyous and haunting, this story offers a chance to see the world through auri's eyes. and it gives the reader a chance to learn things that only auri knows... in this book, patrick rothfuss brings us into the world of one of the kingkiller chronicle'smost enigmatic characters. full of secrets and mysteries, the slow regard of silent thingsis the story of a broken girl trying to live in a broken world. author's foreword you might not want to buy this book. i know, that's not the sort of thing an author is supposed to say. the marketing people aren't going to like this. my editor is going to have a fit. but i'd rather be honest with you right out of the gate. first, if you haven't read my other books, you don't want to start here. my first two books are the name of the windand the wise man's fear. if you're curious to try my writing, start there. they're the best introduction to my world. this book deals with auri, one of the characters from that series. without the context of those books, you're probably going to feel pretty lost. second, even if you have read my other books, i think it's only fair to warn you that this is a bit of a strange story. i don't go in for spoilers, but suffice to say that this one is ... different. it doesn't do a lot of the things a classic story is supposed to do. and if you're looking for a continuation of kvothe's storyline, you're not going to find it here. on the other hand, if you'd like to learn more about auri, this story has a lot to offer. if you love words and mysteries and secrets. if you're curious about the underthing and alchemy. if you want to know more about the hidden turnings of my world... well, then this book might be for you."
3688715,Sarah's Key,4.14,"['95141', '2017056', '10518423', '3591262', '374494', '682761', '3367956', '6131786', '1998880', '11469379', '10950924', '8462668', '89395', '6905012', '7274337', '11488123', '9545064', '6505109']",https://images.gr-assets.com/books/1465101943m/3688715.jpg,18458,"paris, july 1942:sarah, a ten year-old girl, is taken with her parents by the french police as they go door-to-door arresting french families in the middle of the night. desperate to protect her younger brother, sarah locks him in a bedroom cupboard-their secret hiding place-and promises to come back for him as soon as they are released. sixty years later:sarah's story intertwines with that of julia jarmond, an american journalist investigating the roundup. in her research, julia stumbles onto a trail of secrets that link her to sarah, and to questions about her own romantic future."
18340210,Anatomy of a Misfit,3.58,"['20359661', '13597757', '18651924', '18478544', '18209411', '18285437', '20646933', '19542859', '20306810', '18163646', '18599748', '18594377', '18189424', '17288907', '18588763', '20342533', '18340649', '18769271']",https://images.gr-assets.com/books/1392922804m/18340210.jpg,7725,"this emotional, hilarious, devastating, and ultimately triumphant ya debut, based on actual events, recounts one girl's rejection of her high school's hierarchy--and her discovery of her true self in the face of tragedy. fall's buzzed-about, in-house favorite. outside, anika dragomir is all lip gloss and blond hair--the third most popular girl in school. inside, she's a freak: a mix of dark thoughts, diabolical plots, and, if local chatter is to be believed, vampire dna (after all, her father is romanian). but she keeps it under wraps to maintain her social position. one step out of line and becky vilhauer, first most popular girl in school, will make her life hell. so when former loner logan mcdonough shows up one september hotter, smarter, and more mysterious than ever, anika knows she can't get involved. it would be insane to throw away her social safety for a nerd. so what if that nerd is now a black-leather-jacket-wearing dreamboat, and his loner status is clearly the result of his troubled home life? who cares if the right girl could help him with all that, maybe even save him from it? who needs him when jared kline, the bad boy every girl dreams of, is asking her on dates? who? anatomy of a misfitis mean girlsmeets the perks of being a wallflower, and anika's hilariously deadpan delivery will appeal to readers for its honesty and depth. the so-sad-it's-funny high school setting will pull readers in, but when the story's dark foreboding gradually takes over, the devastating penultimate tragedy hits like a punch to the gut. readers will ride the highs and lows alongside funny, flawed anika -- from laughter to tears, and everything in between."
18209339,The Word Exchange,3.34,"['18870200', '11926316', '9281340', '18693738', '17910147', '22678827', '13649079', '16171164', '15793638', '22595242', '7391145', '22350219', '18188365', '24953485', '19482178', '499214', '23383566', '23361784']",https://images.gr-assets.com/books/1382372437m/18209339.jpg,2523,"a dystopian novel for the digital age, the word exchange offers an inventive, suspenseful, and decidedly original vision of the dangers of technology and of the enduring power of the printed word. in the not-so-distant future, the forecasted ""death of print"" has become a reality. bookstores, libraries, newspapers, and magazines are things of the past, and we spend our time glued to handheld devices called memes that not only keep us in constant communication but also have become so intuitive that they hail us cabs before we leave our offices, order takeout at the first growl of a hungry stomach, and even create and sell language itself in a marketplace called the word exchange. anana johnson works with her father, doug, at the north american dictionary of the english language (nadel), where doug is hard at work on the last edition that will ever be printed. doug is a staunchly anti-meme, anti-tech intellectual who fondly remembers the days when people used email (everything now is text or videoconference) to communicate--or even actually spoke to one another, for that matter. one evening, doug disappears from the nadeloffices, leaving a single written clue: alice. it's a code word he devised to signal if he ever fell into harm's way. and thus begins anana's journey down the proverbial rabbit hole . . . joined by bart, her bookish nadelcolleague, anana's search for doug will take her into dark basements and subterranean passageways; the stacks and reading rooms of the mercantile library; and secret meetings of the underground resistance, the diachronic society. as anana penetrates the mystery of her father's disappearance and a pandemic of decaying language called ""word flu"" spreads, the word exchange becomes a cautionary tale that is at once a technological thriller and a meditation on the high cultural costs of digital technology."
15827344,The Scorpio Races,4.08,"['10165727', '8608525', '6369113', '8299165', '10836471', '8288246', '9943270', '16068956', '19549841', '7877239', '13595639', '12009173', '27230428', '20345368', '11013228', '13590977', '10816908', '9917938']",https://images.gr-assets.com/books/1461209694m/15827344.jpg,1091,"it happens at the start of every november: the scorpio races. riders attempt to keep hold of their water horses long enough to make it to the finish line. some riders live. others die. at age nineteen, sean kendrick is the returning champion. he is a young man of few words, and if he has any fears, he keeps them buried deep, where no one else can see them. puck connolly is different. she never meant to ride in the scorpio races. but fate hasn't given her much of a choice. so she enters the competition -- the first girl ever to do so. she is in no way prepared for what is going to happen."
5982448,"Love, Aubrey",4.2,"['7823948', '6366337', '7863081', '6661022', '6279600', '5834917', '3490345', '8203202', '464956', '3559470', '5168689', '6794978', '7788379', '7783920', '7118768', '6351241', '4881647', '9462672']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8466,"""i had everything i needed to run a household: a house, food, and a new family. from now on it would just be me and sammy-the two of us, and no one else."" a tragic accident has turned eleven-year-old aubrey's world upside down. starting a new life all alone, aubrey has everything she thinks she needs: spaghettios and sammy, her new pet fish. she cannot talk about what happened to her. writing letters is the only thing that feels right to aubrey, even if no one ever reads them. with the aid of her loving grandmother and new friends, aubrey learns that she is not alone, and gradually, she finds the words to express feelings that once seemed impossible to describe. the healing powers of friendship, love, and memory help aubrey take her first steps toward the future. readers will care for aubrey from page one and will watch her grow until the very end, when she has to make one of the biggest decisions of her life. love, aubreyis devastating, brave, honest, funny, and hopeful, and it introduces a remarkable new writer, suzanne lafleur. no matter how old you are, this book is not to be missed."
9655336,Pigeon English,3.51,"['10513119', '9593705', '11538011', '10456114', '10287791', '10266875', '9579671', '14569975', '11076123', '9780676', '461147', '6256840', '12383443', '7465814', '7552716', '13395627', '7199961', '10095674']",https://images.gr-assets.com/books/1339287549m/9655336.jpg,7045,"lying in front of harrison opoku is a body, the body of one of his classmates, a boy known for his crazy basketball skills, who seems to have been murdered for his dinner. armed with a pair of camouflage binoculars and detective techniques absorbed from television shows like csi,harri and his best friend, dean, plot to bring the perpetrator to justice. they gather evidence--fingerprints lifted from windows with tape, a wallet stained with blood--and lay traps to flush out the murderer. but nothing can prepare them for what happens when a criminal feels you closing in on him. recently emigrated from ghana with his sister and mother to london's enormous housing projects, harri is pure curiosity and ebullience--obsessed with gummy candy, a friend to the pigeon who visits his balcony, quite possibly the fastest runner in his school, and clearly also fast on the trail of a murderer. told in harri's infectious voice and multicultural slang, pigeon englishfollows in the tradition of our great novels of friendship and adventure, as harri finds wonder, mystery, and danger in his new, ever-expanding world."
17375956,"Reaper's Property (Reapers MC, #1)",4.13,"['16114861', '16163690', '18364153', '13568654', '19235985', '17976745', '17859911', '17876030', '17800107', '17876047', '17233298', '16116922', '17226501']",https://images.gr-assets.com/books/1360943604m/17375956.jpg,39137,"marie doesn't need a complication like horse. the massive, tattooed, badass biker who shows up at her brother's house one afternoon doesn't agree. he wants marie on his bike and in his bed. now. but marie just left her abusive jerk of an ex-husband and she's not looking for a new man. especially one like horse--she doesn't know his real name or where he lives, she's ninety percent certain he's a criminal and that the ""business"" he talks with her brother isn't website design. she needs him out of her life, which would be a snap if he'd just stop giving her mind-blowing orgasms. horse is part of the reapers motorcycle club, and when he wants something, he takes it. what he wants is marie, but she's not interested in becoming ""property of"". then her brother steals from the club. marie can save him by giving horse what he wants--at home, in public, on his bike... if she's a very, very good girl, she'll get lots more of those orgasms only he can offer, and he'll let her brother live. maybe."
1799689,Water for Elephants,4.07,"['108289', '9500416', '353664', '2113410', '16729', '47076', '1142147', '232251', '3591262', '10807048', '3153910', '1379961', '1158967', '9375', '96081', '10987', '241387', '7742']",https://images.gr-assets.com/books/1404642541m/1799689.jpg,1605,"orphaned, penniless, jacob jankowski jumps a freight train in the dark, and in that instant, transforms his future. by morning, he's landed a job with the flying squadron of the benzini brothers most spectacular show on earth. by nightfall, he's in love. in an america made colourless by prohibition and the depression, the circus is a refuge of sequins and sensuality. but behind the glamour lies a darker world, where both animals and men are dispensable. where falling in love is the most dangerous act of all..."
7723542,"A Dog's Purpose (A Dog's Purpose, #1)",4.35,"['6928893', '7512691', '6927061', '7816264', '12512051', '6700212', '317863', '7845926', '6598483', '31054', '485440', '9593774', '65061', '8079728', '12539177', '1062873', '8303298', '8103646']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,68319,"this is the remarkable story of one endearing dog's search for his purpose over the course of several lives. more than just another charming dog story, this touches on the universal quest for an answer to life's most basic question: why are we here? surprised to find himself reborn as a rambunctious golden haired puppy after a tragically short life as a stray mutt, bailey's search for his new life's meaning leads him into the loving arms of 8 year old ethan. during their countless adventures bailey joyously discovers how to be a good dog. but this life as a beloved family pet is not the end of bailey's journey. reborn as a puppy yet again, bailey wonders, will he ever find his purpose? heartwarming, insightful, and often laugh out loud funny, this book is not only the emotional and hilarious story of a dog's many lives, but also a dog's eye commentary on human relationships and the unbreakable bonds between man and man's best friend. this story teaches us that love never dies, that our true friends are always with us, and that every creature on earth is born with a purpose."
17452179,Apple Tree Yard,3.72,"['17910138', '17254983', '22500965', '17164631', '17394948', '20820496', '17905351', '13034601', '17456963', '17846926', '16085482', '7575266', '7456085', '18693838', '21350894', '12990504', '11107129', '18050098']",https://images.gr-assets.com/books/1371030400m/17452179.jpg,10453,"yvonne carmichael sits in the witness box. the charge is murder. before all of this, she was happily married, a successful scientist, a mother of two. now she's a suspect, squirming under fluorescent lights and the penetrating gaze of the alleged accomplice who's sitting across from her, watching: a man who's also her lover. as yvonne faces hostile questioning, she must piece together the story of her affair with this unnamed figure who has charmed and haunted her. this is a tale of sexual intrigue, ruthless urges, and danger, which has blindsided her from a seemingly innocuous angle. here in the courtroom, everything hinges on one night in a dark alley called apple tree yard."
8476029,"Like a Sparrow Through the Heart (Like a Sparrow, #1)",3.87,"['10803880', '11225707', '15834395', '7545331', '18372675', '9307906', '7812058', '11200924', '17621376', '17277854', '9654048', '13369227', '6597858', '8164819', '22614909', '11225586', '18003646', '10387381']",https://images.gr-assets.com/books/1292076324m/8476029.jpg,1298,"talon the griffin is broken-hearted - so, can you really blame him for not-quite-accidentally trying to kill a guy? flit the sparrow sure can. now the sparrow has taken over talon's life, and talon hates it. but maybe things will turn out all right. if only flit would stop decorating the place. length: epic (~57,000 words) complete ebook formats by the fluff - free download via goodreads"
18660447,The Fill-In Boyfriend,3.92,"['22429350', '21825486', '16189945', '16045306', '18880895', '22718802', '25116648', '21469068', '16075953', '16140843', '21896076', '16068910', '22929537', '14813841', '28512629', '22957535', '21991195', '20613581']",https://images.gr-assets.com/books/1414605032m/18660447.jpg,33042,"when gia montgomery's boyfriend, bradley, dumps her in the parking lot of her high school prom, she has to think fast. after all, she'd been telling her friends about him for months now. this was supposed to be the night she proved he existed. so when she sees a cute guy waiting to pick up his sister, she enlists his help. the task is simple: be her fill-in boyfriend--two hours, zero commitment, a few white lies. after that, she can win back the real bradley. the problem is that days after prom, it's not the real bradley she's thinking about, but the stand-in. the one whose name she doesn't even know. but tracking him down doesn't mean they're done faking a relationship. gia owes him a favor and his sister intends to see that he collects: his ex-girlfriend's graduation party--three hours, zero commitment, a few white lies. just when gia begins to wonder if she could turn her fake boyfriend into a real one, bradley comes waltzing back into her life, exposing her lie, and threatening to destroy her friendships and her new-found relationship."
25770490,"Wicked Reunion (Wicked White, #2)",3.73,"['20926029', '17876648', '28803141', '29859731', '6513168', '19444448', '27395668', '23256179', '26099352', '23277578', '25103941', '25639696', '24974340', '27203411', '25555957', '18522988', '29976252', '23003884']",https://images.gr-assets.com/books/1442509274m/25770490.jpg,807,"college sweethearts london uphill and jared kraft were inseparable. he was a rising baseball star with a promising future, and she seemed destined to become ""mrs. kraft."" then a tragic night and a series of devastating mistakes caused jared to walk away from his life, leaving london without any explanation and tearing the couple apart. five years later, jared has reinvented himself by putting down the bat and picking up a guitar to play for the red-hot band wicked white. in all that time, london hasn't gotten over her forever love--or the pain--despite seeking solace in the arms of the one man no one dreamed she'd run to. when wicked white's lead singer goes mia, jared finds the time--and courage--to return to his hometown and face the mess he made. he's shocked at how london's life has changed, yet he's determined to prove their love is worth fighting for. is this breakup too big for any hope of a reunion tour? or can london open her heart to jared once again?"
11152523,"The Goddess Test (Goddess Test, #1)",3.83,"['10429067', '10915691', '9462795', '11778281', '13584415', '8109141', '9583173', '16240988', '11478365', '9182478', '9413044', '7912474', '10421530', '8527908', '5323390', '10335701', '7497552', '10429025']",https://images.gr-assets.com/books/1361147641m/11152523.jpg,636,"it's always been just kate and her mom - and her mother is dying. her last wish? to move back to her childhood home. so kate's going to start at a new school with no friends, no other family and the fear her mother won't live past the fall.then she meets henry. dark. tortured. and mesmerizing. he claims to be hades, god of the underworld - and if she accepts his bargain, he'll keep her mother alive while kate tries to pass seven tests. kate is sure he's crazy - until she sees him bring a girl back from the dead. now saving her mother seems crazily possible. if she succeeds, she'll become henry's future bride, and a goddess."
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",4.11,"['3522419', '359126', '39792', '1437993', '7145565', '498371', '3591262', '68768', '1600607', '1105471', '29204', '32255', '280366', '31372', '21671', '19161905', '23960']",https://images.gr-assets.com/books/1327868566m/2429135.jpg,1858152,"a spellbinding amalgam of murder mystery, family saga, love story and financial intrigue. a sensational #1 bestseller - now a major motion picture in theaters march 2010. a spellbinding amalgam of murder mystery, family saga, love story, and financial intrigue. it's about the disappearance forty years ago of harriet vanger, a young scion of one of the wealthiest families in sweden . . . and about her octogenarian uncle, determined to know the truth about what he believes was her murder. it's about mikael blomkvist, a crusading journalist recently at the wrong end of a libel case, hired to get to the bottom of harriet's disappearance . . . and about lisbeth salander, a twenty-four-year-old pierced and tattooed genius hacker possessed of the hard-earned wisdom of someone twice her age--and a terrifying capacity for ruthlessness to go with it--who assists blomkvist with the investigation. this unlikely team discovers a vein of nearly unfathomable iniquity running through the vanger family, astonishing corruption in the highest echelons of swedish industrialism--and an unexpected connection between themselves. it's a contagiously exciting, stunningly intelligent novel about society at its most hidden, and about the intimate lives of a brilliantly realized cast of characters, all of them forced to face the darker aspects of their world and of their own lives."
8129190,"Destined for an Early Grave (Night Huntress, #4)",4.34,"['7307503', '7060582', '8559047', '5040403', '13236544', '2977487', '8850140', '3556419', '7352840', '7863163', '74046', '11512712', '11459863']",https://images.gr-assets.com/books/1330785736m/8129190.jpg,2299,"master vampire ""dreamsnatcher"" gregor believes half-vampire cat is his wife and he won't stop until he takes her from her vampire husband bones. as the battle begins between the vamp who haunts her nightmares and the one who holds her heart, only gregor can bring back cat's memories. did she marry gregor in paris? he may be the baddest bloodsucker she's ever needed to take down . . . and may result in an early grave."
24155374,The Pact,3.91,"['23203738', '29535584', '23545800', '24699867', '25056528', '18930006', '23898456', '18693586', '20419910', '22847812', '23496782', '20888295', '23441296', '20959275', '25846927', '22877224', '22887477']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,5566,"it all started with a pinky swear... linden mcgregor is tall, rugged, and gunslinger handsome; a helicopter pilot with a scottish brogue and charm to spare. he's also one of stephanie robson's best friends and has fit into that box for as long as she's known him. but some relationships can't be boxed, can't be classified, can't be tamed. back in their mid-twenties and tired of the competitive hit-or-miss dating scene of san francisco, steph and linden made a pact to marry each other if neither one of them are in a serious relationship by the time they hit thirty. it sounds like fun and games but as the years to thirty tick past and lovers come and go out of their lives, the pact becomes larger than life. sex is inevitable. friendships are tested. hearts are on the line. the pact is about to change everything."
17907051,"Indexing (Indexing, #1)",3.87,"['16074215', '13641101', '17902184', '17405537', '19365872', '16595339', '15824178', '16108066', '12858494', '25635416', '11680263', '20893315', '15790895', '15793208', '18139978', '176521']",https://images.gr-assets.com/books/1368220054m/17907051.jpg,1676,"""never underestimate the power of a good story."" good advice...especially when a story can kill you. for most people, the story of their lives is just that: the accumulation of time, encounters, and actions into a cohesive whole. but for an unfortunate few, that day-to-day existence is affected--perhaps infected is a better word--by memetic incursion: where fairy tale narratives become reality, often with disastrous results. that's where the ati management bureau steps in, an organization tasked with protecting the world from fairy tales, even while most of their agents are struggling to keep their own fantastic archetypes from taking over their lives. when you're dealing with storybook narratives in the real world, it doesn't matter if you're snow white, sleeping beauty, or the wicked queen: no one gets a happily ever after. indexing is new york times bestselling author seanan mcguire's new urban fantasy where everything you thought you knew about fairy tales gets turned on its head."
33643772,"Ruckus (Sinners of Saint, #2)",4.34,[],https://images.gr-assets.com/books/1494562657m/33643772.jpg,4866,"rosie they say that life is a beautiful lie and death a painful truth. they're right. no one has ever made me feel more alive than the guy who serves as a constant reminder that my clock is ticking. he is my forbidden, shiny apple. the striking fallacy to my blunt, raw, truth. he is also my sister's ex-boyfriend. one thing you should know before you judge me; i saw him first. i craved him first. i loved him first. eleven years later, he waltzed into my life, demanding a second chance. dean cole wants to be my bronze horseman. my white knight has finally arrived. hopefully, he isn't too late. dean they say the brightest stars burn out the fastest. they're right. she sets my mind on fire. all smart mouth, snarky attitude and a huge heart. in a world where everything is dull, she shines like fucking sirius. eleven years ago, fate tore us apart. this time, i dare it to try. getting to her is a battlefield, but man, that's why they call me ruckus. rosie leblanc is about to find out how hard i can fight. and conquering her will be the sweetest victory."
18138189,"Tower Lord (Raven's Shadow, #2)",4.18,"['17608111', '17737893', '18657632', '18513718', '23547364', '22055280', '11100431', '25143052', '18486037', '12395241', '12652457', '18310619', '15790816', '17879131']",https://images.gr-assets.com/books/1382486392m/18138189.jpg,24578,"""the blood-song rose with an unexpected tune, a warm hum mingling recognition with an impression of safety. he had a sense it was welcoming him home."" vaelin al sorna, warrior of the sixth order, called darkblade, called hope killer. the greatest warrior of his day, and witness to the greatest defeat of his nation: king janus's vision of a greater unified realm drowned in the blood of brave men fighting for a cause vaelin alone knows was forged from a lie. sick at heart, he comes home, determined to kill no more. named tower lord of the northern reaches by king janus's grateful heir, he can perhaps find peace in a colder, more remote land far from the intrigues of a troubled realm. but those gifted with the blood-song are never destined to live a quiet life. many died in king janus's wars, but many survived, and vaelin is a target, not just for those seeking revenge but for those who know what he can do. the faith has been sundered, and many have no doubt who their leader should be. the new king is weak, but his sister is strong. the blood-song is powerful, rich in warning and guidance in times of trouble, but is only a fraction of the power available to others who understand more of its mysteries. something moves against the realm, something that commands mighty forces, and vaelin will find to his great regret that when faced with annihilation, even the most reluctant hand must eventually draw a sword."
636993,Rebecca,4.21,"['27695', '19089', '6138', '808879', '337113', '56034', '92780', '588747', '33602148', '6383607', '351559', '605668', '89724', '33609', '1242525', '15907', '107301', '182385']",https://images.gr-assets.com/books/1409595845m/636993.jpg,5569,"""last night i dreamt i went to manderley again."" so the second mrs. maxim de winter remembered the chilling events that led her down the turning drive past the beeches, white and naked, to the isolated gray stone manse on the windswept cornish coast. with a husband she barely knew, the young bride arrived at this immense estate, only to be inexorably drawn into the life of the first mrs. de winter, the beautiful rebecca, dead but never forgotten...her suite of rooms never touched, her clothes ready to be worn, her servant -- the sinister mrs. danvers -- still loyal. and as an eerie presentiment of the evil tightened around her heart, the second mrs. de winter began her search for the real fate of rebecca...for the secrets of manderley."
7114946,"As Lie the Dead (Dreg City, #2)",3.9,"['7140462', '6002364', '8202714', '7101579', '6809619', '7199485', '6557156', '7858184', '7568425', '6973574', '7957420', '7759629', '7556058', '6383537', '10814707', '7832174']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2302,"evangeline stone, a rogue bounty hunter, never asked for a world divided between darkness and light . . . . . . or the power to die and live again in someone else's borrowed body. after a murder plot meant to take her out leaves an entire race of shapeshifters nearly extinct, evy is gnawed by guilt. so when one of the few survivors of the slaughter enlists her aid, she feels duty-bound to help--even though protecting a frail, pregnant shifter is the last thing evy needs, especially with the world going to hell around her. amid weres, halfies, gremlins, vamps--and increasingly outgunned humans--a war for supremacy is brewing. with shifters demanding justice, her superiors desperate to control her, and an assassin on her trail, evy discovers a horrifying conspiracy. and she may be the only person in the world who can stop it--unless, of course, her own side gets her first."
