,user_id,book_id,review_id,rating,review_text,date_added,date_updated,read_at,started_at,n_votes,n_comments
446317,3a149f4f783006bbc9e510e67de08ff8,14461,ea89456d0d9bf0b49f401baf04295cfb,3,"Werewolves again! But I liked this one, though it'll most likely be triggering to rape survivors. It's funny what it'll take to get a person to start to stand up for themselves; in Kitty's case, it's the growing popularity of her new radio talk show, and the feeling that she can perhaps make a positive difference in people's lives (as well as interview interesting guests and so forth). 
 Be advised that Kitty is dragging herself up from years' worth of trauma, including but not limited to being turned into a werewolf. Her ""pack"" is seriously dysfunctional, though her inexperience makes her think it's normal. Until it starts to feel confining - not that certain other members of the pack don't make it much worse. 
 The plot does meander a bit, as Kitty struggles with loyalty to the pack and a newly-arisen sense of self-respect, and several complicated plots work themselves out. And of course in the middle of it all there's the public revelation that werewolves and vampires and so forth really do exist! 
 I immediately went on to the next volume, which I got from the library on the off chance that I'd like the first.",Tue Feb 19 14:43:04 -0800 2013,Thu Jun 27 04:29:44 -0700 2013,Sat Feb 16 00:00:00 -0800 2013,,1,0
137641,2e9db2eed4ada149ef3fe6b9256c7e8b,22557272,e0aa5e7d5b7d408650e8c9d987b96312,4,"I won this in a Goodreads giveaway. 
 Rachel: The ex-wife, still trying to get over Tom. She's an alcoholic whose life is in shambles. I don't like her because of her lies, especially when she tells her roommate Cathy that she's trying to get better and going to AA. She rides the train into London every day, passing behind her old house in the process. 
 Anna: The current wife, with some paranoid issues. I don't like her because she never cared she was a homewrecker, didn't care when she broke up Rachel and Tom's marriage (especially with her pregnancy), and will immediately jump to assumptions when she's told something bad about someone. 
 Megan: A woman Rachel sees from the train, who lives with her husband Scott just a few doors down from where Rachel used to live (and where Tom & Anna currently are). I don't like her because she's a cheater and a liar, but her background shows that she has some psychological issues. I don't sympathize, especially when she takes advantage of help she receives. 
 The story focuses around the three women's points of views and how their lives end up entwined. 
 I don't like Scott because he's emotionally abusive by constantly checking in on Anna and being distrustful. 
 I don't like Tom because he's a cheat and a liar and a sneak. 
 I don't like the psychologist Abdic because he gets with his client and seems to be a creep. 
 Basically, all of the characters irritated me and yet I did not want to stop reading. I didn't want to work so I could finish the book. I don't know what to give it. It was great and kept everyone guessing and the characters encountered new people and situations. 
 But I really couldn't tolerate the characters. (view spoiler)[Except Abdic, because everyone makes mistakes and his he stopped (hide spoiler)]. Maybe Rachel, in the end.",Wed Dec 03 02:27:33 -0800 2014,Fri Dec 05 10:16:39 -0800 2014,Fri Dec 05 10:16:39 -0800 2014,Wed Dec 03 00:00:00 -0800 2014,0,0
1208885,a2ac0585d3679ff822d7dc02c1f9970a,13005310,f74b17b517e629af3a9200a641fef0e3,3,"This wasn't my favorite Kristen Ashley book, in general I prefer her contemporary novels over her fantasy ones, but it was still an enjoyable read. I tend to think that the world building in the fantasy novels is fairly weak and lacks originality. Combining the world travel with a ""big bad"" just seems to make parts of the book feel underdeveloped and rushed since it is a lot to put in one book in addition to the love story. Out of all her fantasyland books the world building weakness was most obvious to me in this book. It is still a fun read, I still recommend it to Kristen Ashley fans but it just didn't 100% work for me.",Sat Jan 04 06:00:57 -0800 2014,Sat Jan 04 06:05:40 -0800 2014,Fri Jan 03 00:00:00 -0800 2014,,0,0
34317,880dc69f3de6d55a0623d61dedd49868,18297707,ff3360587fb96f19760f310ae0563b83,5,"Hilarious. Though some scenes are very explicit, I laughed a lot. The book cheered me up, and I love the little girl and her Swear Jar.",Fri May 22 18:40:45 -0700 2015,Fri May 22 18:41:25 -0700 2015,Fri May 22 00:00:00 -0700 2015,,0,0
346233,1def770b5681d5143feb745b3c7274fa,22926876,44f750b20d5707ebd5d3b9ebbadad507,3,"I liked this book had real potential to be one of those books that pulls you in and you stay there till the very end but something was a miss and I found myself distracted when I was reading it. 
 There was a lot of heat in this book that I love. 
 Garrick was just yummy",Wed Oct 21 19:52:45 -0700 2015,Sun Oct 25 23:08:49 -0700 2015,Sun Oct 25 00:00:00 -0700 2015,Wed Oct 21 00:00:00 -0700 2015,3,0
931960,28818b61bf65fa7e2a60340188257aba,16070143,486605a8dbc94e38fa8d0f89faa59ba0,3,"I don't think this book is as bad as the reviews of seen on here for it suggest, but then again this isn't my usual genre. It was a decent read, and kept my interest...",Thu Mar 27 19:43:09 -0700 2014,Tue Apr 01 21:17:05 -0700 2014,Tue Apr 01 00:00:00 -0700 2014,Thu Mar 27 00:00:00 -0700 2014,1,0
533016,afc1c32c9af264a354f5b31759711ef3,6518042,2dd7333f1ebae524aec4b0861c73de78,1,"God I did not realize it was so easy to make the zombie apocalypse so freaking boring. 
 Almost want to read the others to see if the worldbuilding makes ANY sense whatsoever - what part of the US was this? when did the infections start? ANYTHING - but the excerpt of #2 included in the back of this version shows the same stuttery piles of pseudo-stylistic sentence fragments and too many capitalized words of significance and terrible dialogue and... nope.",Tue May 07 18:18:50 -0700 2013,Sun Jul 31 11:20:18 -0700 2016,Sat Jun 15 00:00:00 -0700 2013,Fri Jun 14 00:00:00 -0700 2013,0,0
733047,60982541be85a0611e9634b4f63d0cb0,77390,cc55c2a24142160d8c9f33f6e6461df1,5,"It's been really interesting to see how Anne grows up from a fire-haired little orphan to a teenage schoolteacher, and the PEI setting is beautiful. Excellent classic! :)",Thu Dec 17 18:40:11 -0800 2015,Thu Dec 17 18:43:26 -0800 2015,Thu Dec 17 00:00:00 -0800 2015,,6,0
18573,64c0471aff4c3cb4c5b8c6ee51df5531,55399,5ea5509a058fc1e8343fb35404014aff,4,"I am jealous of many of my Goodreads friends working their way through Malazan, so I have decided to do a re-read alongside them. I will do the recommended reading order this time too including ICE's books. :) x",Sat Nov 01 11:12:39 -0700 2014,Wed Mar 08 08:07:49 -0800 2017,Sun Feb 22 00:00:00 -0800 2015,Thu Jan 29 00:00:00 -0800 2015,142,9
1232645,e97ba91cec46fb8b372f9ebf34be251f,26114131,c044e2a0d59f02497d743085551ccbe8,0,"New 2015 YA release from Paula Stokes (author of The Art of Lainey)! 
 ""The first in a planned duology, VICARIOUS is the story of a high-tech Korean stunt girl who searches worlds both real and virtual to find her missing sister. Acquired by Melissa Frain at Tor Children's, in a two-book deal, at auction.""",Thu Jun 05 08:57:28 -0700 2014,Fri Nov 20 01:38:23 -0800 2015,,,0,0
259257,2c8a8a1423d777d9e924d0be9fae9904,12139991,8b229b19c8486a41d5966aff83935d76,3,"If I could have condensed this book to the last 100 pages, I would have given it 5 stars but unfortunately I ahd to read through the first 300 pages which were extremely slow and tedious. This book starts off with a bang and then falls off until the end, where it gets really good. 
 Carver is an orphan who receives strange letters from a killer. Flash forward to the end where the killings pick up and Carver finds out who the killer really is and this becomes a page turner.",Sun Mar 08 14:35:51 -0700 2015,Fri Jan 15 22:25:30 -0800 2016,Tue Apr 01 00:00:00 -0700 2014,,0,0
759158,59eb6e13d582a58fb15fd3a190c4613e,33792055,617f5e3e532e2cdc4574a9c757f667b8,5,"Holy smokes. That was... awesome. Dark, suspenseful, you never quite know what is going on or what is about to happen. Just, wow. I'm going to need to read this author's backlist.",Wed Feb 22 05:31:33 -0800 2017,Thu Feb 23 19:26:50 -0800 2017,Thu Feb 23 00:00:00 -0800 2017,Thu Feb 23 00:00:00 -0800 2017,5,5
991572,db83ffc3add3f74a18c97876aebc04fd,6371243,7d1a7984bbc70d00dc71ff4dcdbd0800,3,"Hmm. Somehow, this one didn't grab me the way I'd hoped it might. I liked the premise, but I just didn't connect with Maddy that well.",Mon Jan 04 17:14:32 -0800 2010,Mon Jan 11 19:56:54 -0800 2010,Mon Jan 11 00:00:00 -0800 2010,,0,0
1073834,028dbd9a960075b9ac7ba2f6cc1d8a77,2839,db163d753da97b4604aaabd2dbab7b4d,4,"I read this for the first time as an adult, so I didn't have the perspective of having read this as a childhood read. I loved the ending with the interaction with his sister - I always wished I had an older brother, and in my mind as a child, he would have been just like Jesse!",Mon Oct 22 02:45:18 -0700 2012,Sun Nov 11 10:55:06 -0800 2012,Sun Nov 11 10:55:06 -0800 2012,,0,0
867004,21d3b9ef9fe95bac4438e4bbb69816d2,23279104,a54b6bd291fbe56c0bed333748b755ff,4,"It was great. 
 Getting better and better with each novel. 
 Story was interesting and I honestly have to say Cahill's death surprised me, although he was an ass like always. 
 I'd be sad if Choo doesn't appear in further novels. Also the way he treated John when he was shot in the head was shitty. Hope he gets over his issues because I like him as part of the team. I like Molly a lot too and especially the ending when she teased John for caring about her. 
 I hope we see more of Kevin and Sarah in future novels and I love the fact John and Sig finally got together for real. 
 Anxiously awaiting the next installment in the series!",Thu Feb 05 05:47:02 -0800 2015,Wed Aug 12 22:52:26 -0700 2015,Wed Aug 12 00:00:00 -0700 2015,Wed Aug 12 00:00:00 -0700 2015,2,0
34891,880dc69f3de6d55a0623d61dedd49868,7488244,9b23ade3b9b220d78b0cf10edcd44165,4,One thing... Black Wing? Seriously?,Sun Jul 01 21:06:24 -0700 2012,Mon Mar 23 18:07:44 -0700 2015,Wed Sep 12 00:00:00 -0700 2012,Wed Sep 12 00:00:00 -0700 2012,0,0
572543,484ac46e40c1e75c8f5eed0427a10f73,18336965,5292670685e58057f8854758342f4845,4,"A beautifully written debut that really captures the realities of mental illness in a refreshing and real way. I got seriously wrapped up in the main characters and invested in what was going to happen next to them. However, I had serious issues with what happened towards the end of the book. I won't spoil it, but I felt like it wasn't the right route to go considering how the first part was written. Meaning, it just didn't seem in character considering all that was developed in the first half of the book. It's difficult to explain without explicitly stating it, but you'll know what I mean once you read it.",Sat Aug 22 19:01:40 -0700 2015,Thu Jan 14 12:02:23 -0800 2016,Sat Aug 22 00:00:00 -0700 2015,,0,0
115985,f986c213af3348660c6143a42a77f0fc,30809689,a4c343757278e00f2e8ce274a66484ae,4,"I received an ARC from Netgalley in exchange for an honest review. 
 This took me a long time to get into, until I was able to divorce myself from the idea of it as a nonfiction primer on Norse mythology and view it as a collection of short stories with somewhat familiar characters. There were stories I'd vaguely remembered, stories I'd never heard, and all of it made me dig out D'Aulaire's book of myths.",Mon Sep 19 13:41:55 -0700 2016,Sat Sep 30 12:31:20 -0700 2017,Fri Jun 02 00:00:00 -0700 2017,Mon Sep 19 00:00:00 -0700 2016,0,0
11583,37b3e60b4e4152c580fd798d405150ff,106036,aa5e3d0ae520a74c9d8c1d7140ea7717,5,"An interesting set of character studies that go to the heart of the Civil War. They read a little funny all stacked atop each other here. Nonetheless, the Iron Man issues are good [7/10] and the one-shots very good [8/10].",Tue Jul 02 11:04:10 -0700 2013,Tue Jul 02 11:04:35 -0700 2013,Tue Apr 28 00:00:00 -0700 2009,,0,0
1271244,e733396e88dc9d1d9bb2bfaf1060e771,11454587,ad318900dc6979985f396d1971660893,4,"3.5 Stars Ah, my heart. It's been stomped, crushed, and ripped apart like scrap paper at the bottom of the garbage can. 
 (view spoiler)[Why'd Cal hafta die? Why is life so cruel? (hide spoiler)] 
 Do not touch that spoiler if you haven't read the book, lovelies. I'm gosh darn serious. 
 Gosh, this book was a whirlwind. Much more heart-achy but not as good as the other novels. The main characters were played around with quite a bit. Even though all that stuff with Rachel happened, I'm still glad she can write some quality stuff. She still be crazy, though. *grins* 
 Mini review to come.",Mon May 07 14:54:52 -0700 2012,Thu May 09 13:12:36 -0700 2013,,,0,0
732405,22a2017d28bad8b866860210c8746f0e,10025305,aed7823164d0b91dc430aa5f6125081a,5,"""They're not hideous,"" said Tessa. 
 Will blinked at her. ""What?"" 
 ""Gideon and Gabriel,"" said Tessa. ""They're really quite good-looking, not hideous at all."" 
 ""I spoke,"" said Will, in sepulchral tones, ""of the pitch-black inner depths of their souls."" 
 Tessa snorted. ""And what color do you suppose the inner depths of your soul are, Will Herondale?"" 
 ""Mauve,"" said Will."" 
 (Me just waiting for Jem to die so Tessa can be with Will) 
 ""Trains are great dirty smoky things,"" said Will. ""You won't like it."" 
 Tessa was unmoved. ""I won't know if I like it until I try it, will I?"" 
 ""I've never swum naked in the Thames before, but I know I wouldn't like it."" 
 ""But think how entertaining for sightseers,"" said Tessa, and she saw Jem duck his head to hide the quick flash of his grin."" 
 Give me some more time to think this review over... 
 Oh and one more thing: I AM OFFICALLY IN LOVE WITH WILL HERONDALE(*fangirl's hiss*- he's mine)!",Thu Mar 05 07:33:07 -0800 2015,Thu Mar 12 16:25:18 -0700 2015,Thu Mar 12 16:25:18 -0700 2015,Sat Mar 07 00:00:00 -0800 2015,0,0
44187,e323acfc7b38cab03e68fb74bc32da45,35265623,3319a3a7a3404b41721e4dfc429f2a51,4,"So I only read the Tijan bit... and omg all I can say .. 
 (As soon as I mark this read it will prob go back on my want to read list so I can read the bits in relation to stories I have not read yet)",Wed Sep 06 16:55:51 -0700 2017,Sun Sep 10 00:41:15 -0700 2017,Sun Sep 10 00:41:15 -0700 2017,Thu Sep 07 00:00:00 -0700 2017,1,0
1003291,3865ceb9442de51d3fee27c7363b4404,18710739,1ca90df426e727e4d046847d4a4cf69c,3,"A very interesting approach to a Thriller - written in 2nd person! It's really, really hard to write (and read!) anything in 2nd person without a feeling of detachment (at least for me), but I think that Anna Carey did a successful job here. While I wasn't a fan of her earlier Eve Trilogy, I enjoyed Blackbird, both in the writing style and the plot. 
 I would recommend to fans of Jason Bourne-esque type books. Or for YA readers, it's very similar to The Unknown Assassin books by Allen Zadoff.",Sun Dec 28 18:01:06 -0800 2014,Mon Jun 01 12:23:50 -0700 2015,Sun Dec 28 00:00:00 -0800 2014,Sun Dec 28 00:00:00 -0800 2014,0,0
286225,c2cde0f7465a454812d65ea87e043dce,17927559,88a057c17b32c1878a7b3bf7cb43f4b7,4,"3.5 Emotional-Roller-Coaster-Adventure Stars! 
 Amelia Hutchins did such a great job of making me HATE the hero of Fighting Destiny that I nearly did not finish it. If there is a prize for evoking emotion in the reader, Hutchins should win it. I haven't been that pissed off at a book character since...well, ever. I started to DNF, but then my book OCD kicked in. I'm glad that I kept reading. 
 Synthia Raine McKenna is a kick-ass heroine who endures a number of devastating changes of fortune, but she can never be made to say uncle. Her kryptonite appears to be the deadly, cold, and apparently heartless Fae Dark Prince, Ryder. 
 When Synthia takes a mission as enforcer of the witches' Guild, she ends up in the hands of Ryder and at his mercy. I will say only that nothing is as it seems. That statement can be repeated often--with every wild and original plot twist. 
 This is my least favorite of the Fae Chronicles books, mainly because Ryder isn't yet fully revealed in Book 1, and I still hated him too much at the time. If you enjoy despicable villains, kick-ass heroines, scorching erotic scenes, and deadly intrigue between factions of the Fae, Mages, and others, then I highly recommend the Fae Chronicles.",Sat Nov 01 13:03:53 -0700 2014,Fri Aug 28 14:45:12 -0700 2015,Sun Aug 23 00:00:00 -0700 2015,Fri Aug 21 00:00:00 -0700 2015,3,1
520500,1fc58f53eb67bcf6c78af62087697449,17707500,27319a568f00d70ce55292e5a52c4b2b,4,"This was a well-done conclusion to the series. June and Day have not seen each other since the end of the second book. June is working hard to be the princeps-elect and Day is doing his best to raise his brother and find a cure to his illness. A threat from the Colonies brings them back together to save the country that they love. 
 I liked how June and Day's voices have remained distinct throughout the series and that did not change in this book. I still really liked both of them and felt that their relationship struggles were realistic and true to their personalities. The overall story was really interesting and moved at a good pace. I liked seeing more of the world and also seeing how the people stood up for what they believed in. This is series feels like something that could really happen. The ending was really good. It was bittersweet but I wouldn't have asked for anything else. 
 There have been quite a few YA dystopian series released lately and I feel like this has been one of the most solid of all of them. All three books are well written and interesting and the conclusion of the trilogy is excellent. I will definitely be looking out for future books by Lu. I would recommend this to fans of Divergent.",Wed Jul 31 12:41:01 -0700 2013,Thu Jan 23 12:06:20 -0800 2014,Sun Jan 19 00:00:00 -0800 2014,Wed Jan 15 00:00:00 -0800 2014,0,0
803505,e7257306727e25b3f6716d1dc70fe1b9,25489025,32866bf3bbfa98927e1bd202a9d0a57b,4,"South Korean novel with three perspectives. Retreat of a woman from the world first through vegetarianism, then further more extreme action. Hard to really describe - somewhere between Melville's Bartleby the Scrivener, The Blind Owl, and a touch of Kafka. The book is situated in South Korea, and plays off of contemporary and specific anxieties, but it would be a mistake to attribute them wholly to national circumstances.",Mon Feb 08 10:23:22 -0800 2016,Thu May 19 15:50:11 -0700 2016,Thu May 19 16:01:54 -0700 2016,,34,5
562776,cd2a1a9435e77037e182520fe42ca109,6442769,ca5b92bd4df6c1d1c0d3e44a955206a5,5,"Wow wow wow. 
 First of all John Green is a genius 
 Second of all that ending was just ...*speechless* and I obviously need more 
 I really really enjoyed this book. I mean it was hilarious, fantastic and just absolutely amazing 
 The characters gaah, love them. Especially Ben Ben is hilarious. I adored Q and Radar, Lacey and Margo oh man Margo is one bad ass 
 Anyway. Just. Read. This. Book. If you haven't. Okay? Okay < ( yes that's from TFIOS) :D",Thu Mar 27 00:08:17 -0700 2014,Wed Jul 23 06:24:28 -0700 2014,Tue Apr 29 13:36:41 -0700 2014,Sat Apr 26 00:00:00 -0700 2014,0,0
306877,d449651728d53eb1fbb5d1ec28529b3f,16109478,16d3f079a305a15f12905ec6e3ed21f3,3,"Much like The White Road, this little short story delivers a simple, somewhat scary story. 
 In this one, all is plainer: the language, the images, the terror (i.e. there is no gore). This change of tone, as compared to The White Road serves the story perfectly and delivers a quite good (although not entirely unpredictable) ending. 
 I must say I'm sorry for basing my entire review on a comparison between to pieces that have little in common. I must say I'm to blame, as I read one after the other (and I'm not sorry).",Wed Dec 11 14:21:18 -0800 2013,Fri Dec 13 10:48:38 -0800 2013,Mon Dec 09 00:00:00 -0800 2013,Mon Dec 09 00:00:00 -0800 2013,1,0
888153,d3f297619523447003b08dae5f4bc733,25639296,69e94fa70b0b7f0fe8642485b608721c,3,I have mixed feelings about this book. I loved the story but as for the literary components of this book i'm not quite sure,Wed Feb 08 03:18:34 -0800 2017,Wed Feb 08 03:20:54 -0800 2017,Tue Feb 07 00:00:00 -0800 2017,Sun Feb 05 00:00:00 -0800 2017,0,0
455326,812eb38a03bd476244b12ccd37302021,11235712,2c6bcfa1395b175a8584c631ef5b2aa3,5,"I really loved this series. The way the author adapts the different fairy tales to a dystopian science-fiction story involving moon colonization and cyborgs is seamless and clever. The nods to the original stories are subtle and never pulled me out of the story, and the characters are far more than fairy tale stand-ins. There is a richness to the world-building especially-I want to learn more about the history of how our version of Earth becomes the version in this series-but also in terms of theme. Just the fact that all of the books are titled after the woman each book is focused on, except for Fairest, which contains Levana's backstory, is incredibly telling. (And I love how Fairest creates such a complex character in Levana, without demanding that we pity her, and without using her experiences to justify her actions. Someone can be mistreated and take responsibility for her actions-and make better choices-and the series overall takes that position. I think that is far more complex than a lot of other ""villain's point of view"" books, which I feel tend to excuse the villain's actions.) Despite the large cast of characters-many of whom are protagonists in their own rights-and how much is going on in terms of plot, none of the books feel bloated. In fact, I actually found the writing to be pretty effective, and the pacing works really well. There could be a little more subtext, but that is a personal preference, and there is already a lot of symbolism. 
 If you're looking for female-led science-fiction (SO MANY FEMALE CHARACTERS) with PoC characters, read this series. This is a series I would have loved in 4th or 5th grade, when I started reading more science-fiction and had a hard time finding books in the genre that were about women (and that also appealed to a kid that age).",Sun Nov 20 11:05:50 -0800 2016,Sat Jan 07 11:12:24 -0800 2017,Tue Nov 22 00:00:00 -0800 2016,Sun Nov 20 00:00:00 -0800 2016,0,0
380270,7137aca1fbb3d05dc3102064be474201,10407279,5e317d56e216f809e22400f473d01d33,0,I might have to live vicariously through others on this one because my library hasn't ordered a copy and I'm not prepared to pay the extortionate prices they're asking for what I expect to be mediocre at best.,Tue May 01 15:57:47 -0700 2012,Sun Aug 26 10:17:26 -0700 2012,,,1,0
833085,b25f460a5e951af1aba410ac69b5ce33,8524793,1781f86b34da7f180134380b81cc89a0,4,"""He's shown me things I never saw before. We went camping and I peed outside! And we had sex outside, too! Have you ever had sex outside? Of course you have. Look who I'm talking to. But I never had and it was amazing!"" 
 The third installment of this series centers on the band's keyboardist Julian Forrester and his quest for love. With everyone (aside from Brad) finding their special someone, Julian is feeling left out in the romance department. Then he meets music teacher Morgan Chandler who works as a roadie for their first solo world tour. Morgan have had a crush on Julian for so long prior to him getting the job and getting the opportunity to be near the guy opens a lot of possibility for him. Now, will this encounter turn into something more? 
 Now see, the beauty of a great story is how an author is able to create an attachment between his characters and his readers. This story like the first two books has that. In this installment, I immediately fell into the charm of Julian and his laid-back innocence. I was also easily smitten by Morgan's sense of responsibility and yeah - he's a total babe too. LOL 
 What's so good about this story is that it was not overly sappy. It's just right and then there's the gang. Jesse's still driving the crazy train (he's just so adorbs!) and still got that personality we come to love from him. The reason I'm giving this one short of five stars is because I feel that it was prolonged a bit considering its very thin plot. I've no serious complaints about that though. It was still, overall a very good read that I'm sure fans of the series would enjoy! I know I did. 
 Rating: 4 out of 5 stars",Tue Nov 11 04:04:36 -0800 2014,Mon Nov 17 20:13:05 -0800 2014,Fri Oct 10 00:00:00 -0700 2014,,0,0
1301767,b281d310e6dfae9f30042226b733fd7f,12819342,ba2f6d19ce76666bbc08e8697bbd733f,4,"This might make me sound kind of cruel, but I had a really difficult time relating to Sid. Knowing that she was going to be date raped made me just want to reach into the book and stop it prior to the rape happening (which is very early is, the title of the book is What Happens NEXT) and then. after the rape, this is where I sound like an asshole, it took me a while to warm up to her. 
 Sid is (rightfully so) angry and hurt and not sure what to do next. And this made me so angry, not at Sid, who was just trying to get by, but at our society who makes rape victims feel like they did something wrong and often blames the women for getting herself into that situation. That wasn't a new idea for me, but the way Colleen Clayton so brilliantly portrayed Sid as having those feelings of blame and shame drives home the awful situation surrounding the aftermath of a sex attack even more. 
 What I didn't realize going into the book was how much it would be about the eating disorder that Sid develops to try to bring some control back to her life. It pretty much comes to consume her life and I was dumbfounded that neither her family nor her friends really stepped up to force her to get help. Although they tried and this is obviously a very tricky situation, exacerbated by the fact that Sid was pushing everyone away. 
 The romance between Sid and Corey was great. It was very much a slow-to-develop relationship, which really allowed them to get to know each other and for us as readers to see those feelings grow. I also really enjoyed how they referred to ""Facebook"" and not some made-up social networking site and that when Sid and Corey sent emails and texts they spoke like real teens, using slang and short sentences, rather than perfectly written out paragraphs. 
 The way the story wrapped up was, in my opinion, perfect. Clearly I wondered the whole time I was reading how the end would be handled and I thought Colleen Clayton did a very good job. 
 Bottom Line: I thought this was a smart, interesting portrayal of one girl's life in the aftermath of a rape. It's not without issues, I had a difficult time connecting to the main character, but in the end I am happy I read and and I would recommend it without hesitation to anyone looking for a book about sexual assault or overcoming a trauma. I am also excited to read more from Colleen Clayton.",Tue Apr 02 06:23:01 -0700 2013,Thu May 16 08:00:35 -0700 2013,Fri Apr 26 00:00:00 -0700 2013,Thu Apr 25 00:00:00 -0700 2013,0,0
650621,11525d39b06fcc7a4b41f068f34f3bb7,23492312,aaf1c883c0684911c5c3a1a5de3ca5e6,5,"The final book in this amazing series!!!! 
 I LOVED IT!!!!!! 
 I loved that there was SOOOO much Remy in this book!!! #TotalFangirl 
 But Maverick was really amazing too. 
 He's this tough, scary, big, talented, avenging fighter guy....but as soon as he meets Reese, he's done for. It was soo adorable to see them falling for each other. 
 I loved every second of this book! 
 Racer was of course secretly the star!!!! 
 Perfect ending to a perfect series!",Thu Dec 04 08:18:45 -0800 2014,Fri Feb 12 08:34:44 -0800 2016,Fri Feb 12 14:47:16 -0800 2016,Thu Feb 11 00:00:00 -0800 2016,19,2
320928,630f1c10f4e76be80e44500189d28ad0,18090150,53be7dace1e094830161fee7b77c2d54,3,"3.4 Stars - almost close enough to be a 4 - plenty of suspense in the hunt for a serial killer in San Francisco, but not quite the literary quality I expect from Isabel Allende. Have been slightly disappointed by both this and Maya's Notebook but still a good read. I can see this one being made into a movie, though not one that I would want to watch.",Tue Nov 10 18:51:12 -0800 2015,Fri Dec 04 15:47:45 -0800 2015,Thu Dec 03 00:00:00 -0800 2015,Mon Nov 09 00:00:00 -0800 2015,2,0
1279042,1b38069719aadc7b7d99854832e4cfbe,17883441,f56429863b28cbb1bd6925f303076d63,5,*phew* Well that was action-packed! :),Sun Jan 26 11:46:30 -0800 2014,Sat Apr 19 10:04:48 -0700 2014,Sun Apr 20 00:00:00 -0700 2014,Fri Apr 18 00:00:00 -0700 2014,0,0
648971,dc53f22d57e08c0d57ce0a26b3dbba00,17232332,092676784c95b7b71cbe459e414f32a0,2,"The main character, Gabriella, just got on my nerves too much for me to give this a higher rating. She is probably the most naive character I have ever read. It was disappointing that she didn't figure things or until the very end when the reader knew from probably the first 10%.",Sun Sep 15 11:33:14 -0700 2013,Tue Apr 15 10:29:22 -0700 2014,Tue Apr 15 10:29:22 -0700 2014,Mon Apr 14 00:00:00 -0700 2014,0,0
358506,626ecadc484ded6012b68fafb52bd7e8,9754815,df6b6da3b578d034b3b9f2d9efc6ad03,5,"*Second reading* 
 A year later, I still find it hard to read this book without shedding a few tears and making whale-like noises countless times in the process. 
 God do I miss Paris. 
 Etienne NEVER fails to make my heart skip a few hundred beats and the story is just so beautiful and fluffy and perfect. 
 *First reading* 
 This book is like waffles covered with melted chocolate and strawberries and a scoop of ice cream on the side. 
 I ADORED this book and it is the perfect contemporary romance. 
 Steph's writing is beautiful and I couldn't stop reading. 
 The story itself was cute, really well paced and so fun to read! 
 CAN WE PLEASE TALK ABOUT ETIENNE ST CLAIR?! 
 Reasons to love St. Clair: 
 *funny 
 *cute 
 *hot 
 *American with a British accent and a French name 
 *those hands 
 *that smile 
 *those huge brown eyes 
 &infinite more reasons 
 I really liked Anna as the narrator and protagonist of the story and I also loved the other characters: Josh, Mer and Rash. 
 It is also set in Paris, where I went last week, and being able to relate to the references just made the experience even more magical. 
 This story captures love at its finest",Tue Jul 02 09:46:01 -0700 2013,Tue Jun 23 17:51:04 -0700 2015,Sun Jun 21 00:00:00 -0700 2015,Sat Jun 20 00:00:00 -0700 2015,4,0
87509,81524cfc3daff00fb72e1b9a54f6f363,17199504,e3e1aeb209d27cfd7fbf065be274067f,4,"Maybe it's because the hype went so far over my head that I didn't even realise there was any hype, but I actually really liked this book. Despite it basically amalgamating all of the things I hate about YA fiction rip offs, with eye colour changing vampiric immortal god things who run some kind of weird hunger games dystopian world which also has elements of divergent. But hey, I actually thought it was pretty awesome, and rather well written.",Tue Dec 10 12:44:52 -0800 2013,Tue Dec 10 12:46:48 -0800 2013,Tue Dec 10 12:46:48 -0800 2013,,0,0
1183358,94629867e88098838d0c026193fb069a,32439,2947b4d202bff2faeb35a9fc02eadaba,4,"I really enjoyed this book a lot. I had a really bizarre and interesting thing happen to me when I was reading this book. I was sitting on the floor of the living room reading this book and my husband was watching commercial television (this was before DVR technology so a commercial was playing). I had this eerie sensation as I slowly came to realize the commercial playing on the television was describing my book. It turns out, the book was made into a TV movie and the commercial playing was for the TV movie. It was cool and also weird.",Mon Jun 17 12:17:46 -0700 2013,Mon Jun 17 12:22:36 -0700 2013,,,0,0
